seed,method,fit,Accuracy,G-Mean,F1
8,Balanced Weights,True,0.9075,0.9073841523853059,0.9088220798422868
8,BMR,True,0.9025,0.9023103678890098,0.9006622516556292
8,Threshold,True,0.9025,0.9023103678890098,0.9006622516556292
8,Slacks Deltas,True,0.901,0.8990661822135231,0.9065155807365439
8,Min Deltas,True,0.886,0.8812105310310357,0.8956043956043956
8,Max Deltas,True,0.9075,0.9073114129117963,0.9091801669121257
8,Avg Deltas,True,0.9075,0.9073114129117963,0.9091801669121257
8,F Deltas,True,0.9075,0.9073114129117963,0.9091801669121257
8,CP Sum,True,0.9025,0.9023103678890098,0.9006622516556292
8,CP Minimax,True,0.8295,0.8126179914326288,0.853836262323189
8,DKW Sum,True,0.9025,0.9023103678890098,0.9006622516556292
8,DKW Minimax,True,0.8315,0.8152668274865598,0.8551783412118608
9,Baseline,True,0.512,0.15491933384829668,0.046875
9,SMOTE,True,0.8985,0.8978752697340538,0.8949818934299018
9,Balanced Weights,True,0.9005,0.9002666271721951,0.8984175599795814
9,BMR,True,0.9075,0.9074932506636069,0.907175112895133
9,Threshold,True,0.9075,0.9074932506636069,0.907175112895133
9,Slacks Deltas,False,,,
9,Min Deltas,True,0.899,0.8977176616286436,0.9036259541984732
9,Max Deltas,True,0.8995,0.8970384607139206,0.8923406534547402
9,Avg Deltas,True,0.8995,0.8970384607139206,0.8923406534547402
9,F Deltas,True,0.899,0.8977176616286436,0.9036259541984732
9,CP Sum,True,0.908,0.9079950440393384,0.9077231695085256
9,CP Minimax,True,0.884,0.8801886161499705,0.8927911275415896
9,DKW Sum,True,0.908,0.9079950440393384,0.9077231695085256
9,DKW Minimax,True,0.885,0.8813767639324286,0.8935185185185185
